graphicId,category,semanticConfidence,visualCategory,visualConfidence,usage,maps,impact,priority,originalFileNum,sourceTexturePath,cropX,cropY,cropWidth,cropHeight,referencePng
16185,"Transition",0.905,"Transition",0.905,37,7,212,192,5065,"Assets/AOMigrator/MapVisualV063/Textures/tex_5065.png",256,896,128,128,"Assets/AOMigrator/TerrainHDPipelineData/HiggsPrep_v029/Transition/GRH_16185_reference.png"
19879,"Transition",0.960,"Transition",0.966,20,5,145,139,5157,"Assets/Resources/AOMigrator/ItemsV10/Textures/tex_5157.png",928,896,96,64,"Assets/AOMigrator/TerrainHDPipelineData/HiggsPrep_v029/Transition/GRH_19879_reference.png"
85214,"Transition",0.860,"Transition",0.860,61,4,161,138,6684,"Assets/Resources/AOMigrator/WorldV07/Textures/tex_6684.png",0,192,96,64,"Assets/AOMigrator/TerrainHDPipelineData/HiggsPrep_v029/Transition/GRH_85214_reference.png"
19877,"Transition",0.955,"Transition",0.955,20,5,145,138,5157,"Assets/Resources/AOMigrator/ItemsV10/Textures/tex_5157.png",928,832,96,64,"Assets/AOMigrator/TerrainHDPipelineData/HiggsPrep_v029/Transition/GRH_19877_reference.png"
19876,"Transition",0.947,"Transition",0.947,20,5,145,137,5157,"Assets/Resources/AOMigrator/ItemsV10/Textures/tex_5157.png",832,832,96,64,"Assets/AOMigrator/TerrainHDPipelineData/HiggsPrep_v029/Transition/GRH_19876_reference.png"
85184,"Transition",0.860,"Transition",0.860,54,4,154,132,6684,"Assets/Resources/AOMigrator/WorldV07/Textures/tex_6684.png",0,0,96,64,"Assets/AOMigrator/TerrainHDPipelineData/HiggsPrep_v029/Transition/GRH_85184_reference.png"
17055,"Transition",0.946,"Transition",0.946,13,5,138,131,5041,"Assets/AOMigrator/MapVisualV063/Textures/tex_5041.png",128,1408,128,128,"Assets/AOMigrator/TerrainHDPipelineData/HiggsPrep_v029/Transition/GRH_17055_reference.png"
17063,"Transition",0.948,"Transition",0.948,7,5,132,125,5041,"Assets/AOMigrator/MapVisualV063/Textures/tex_5041.png",256,1536,256,256,"Assets/AOMigrator/TerrainHDPipelineData/HiggsPrep_v029/Transition/GRH_17063_reference.png"
85254,"Transition",0.860,"Transition",0.860,24,4,124,107,6684,"Assets/Resources/AOMigrator/WorldV07/Textures/tex_6684.png",0,448,96,64,"Assets/AOMigrator/TerrainHDPipelineData/HiggsPrep_v029/Transition/GRH_85254_reference.png"
85204,"Transition",0.860,"Transition",0.860,47,3,122,105,6684,"Assets/Resources/AOMigrator/WorldV07/Textures/tex_6684.png",0,128,96,64,"Assets/AOMigrator/TerrainHDPipelineData/HiggsPrep_v029/Transition/GRH_85204_reference.png"
85264,"Transition",0.860,"Transition",0.860,22,4,122,105,6684,"Assets/Resources/AOMigrator/WorldV07/Textures/tex_6684.png",0,512,96,64,"Assets/AOMigrator/TerrainHDPipelineData/HiggsPrep_v029/Transition/GRH_85264_reference.png"
